city_id,city,population,country,lat,lng
2,Delhi,32226000.0,India,28.61,77.23
4,Mumbai,24973000.0,India,19.0761,72.8775
10,Kolkata,21747000.0,India,22.5675,88.37
21,Bangalore,15386000.0,India,12.9789,77.5917
29,Chennai,12395000.0,India,13.0825,80.275
39,Hyderabad,10494000.0,India,17.3617,78.4747
55,Pune,8231000.0,India,18.5203,73.8567
58,Ahmedabad,8009000.0,India,23.0225,72.5714
79,Surat,6538000.0,India,21.205,72.84
90,Prayagraj,5954391.0,India,25.4358,81.8464
150,Belahi,4487379.0,India,26.4,86.25
216,Nadampalaiyam,3458045.0,India,11.0125,76.9714
221,Lucknow,3382000.0,India,26.85,80.95
231,Kannankulam,3243170.0,India,10.52,76.21
250,Jaipur,3073350.0,India,26.9,75.8
261,Kottarassheri,2952254.0,India,10.775,76.651
307,Attadappa,2615266.0,India,11.8689,75.3555
317,Barmhan Kalan,2537000.0,India,19.1972,72.9722
324,Mirzapur,2496970.0,India,25.146,82.569
343,Nagpur,2405665.0,India,21.1497,79.0806
349,Ghaziabad,2375820.0,India,28.67,77.42
371,Supaul,2229076.0,India,26.126,86.605
400,Vadodara,2065771.0,India,22.3,73.2
402,Rajkot,2043000.0,India,22.3,70.7833
404,Vishakhapatnam,2035922.0,India,17.7042,83.2978
413,Indore,1994397.0,India,22.7167,75.8472
427,Abhepur,1895686.0,India,39.41,116.38
428,Thane,1886941.0,India,19.1972,72.9722
437,Bhopal,1798218.0,India,23.2599,77.4126
447,Agra,1760285.0,India,27.18,78.02
448,Peyanvilai,1750176.0,India,8.9,77.9833
452,Pimpri-Chinchwad,1729320.0,India,18.6186,73.8037
461,Patna,1684222.0,India,25.594,85.1376
473,Bilaspur,1625502.0,India,22.09,82.15
476,Ludhiana,1618879.0,India,30.91,75.85
489,Madurai,1561129.0,India,9.9252,78.1198
493,Jamshedpur,1558000.0,India,22.7925,86.1842
510,Nasik,1486053.0,India,19.9975,73.7898
514,Vijayawada,1476931.0,India,16.5193,80.6305
536,Faridabad,1404653.0,India,28.4211,77.3078
543,Najafgarh,1365152.0,India,28.6125,76.9847
569,Meerut,1305429.0,India,28.98,77.71
584,Jabalpur,1267564.0,India,23.1667,79.9333
594,Kalyan,1246381.0,India,19.24,73.13
602,Vasai-Virar,1221233.0,India,19.47,72.8
608,Panipat,1202811.0,India,29.3875,76.97
613,Varanasi,1198491.0,India,25.3189,83.0128
618,Kalleli,1197412.0,India,9.2807,76.8697
627,Srinagar,1180570.0,India,34.09,74.79
630,Aurangabad,1175116.0,India,19.88,75.32
636,Dhanbad,1162472.0,India,23.7998,86.4305
655,Amritsar,1132383.0,India,31.64,74.86
657,Aligarh,1131160.0,India,27.88,78.08
663,Guwahati,1116267.0,India,26.1722,91.7458
688,Howrah,1077075.0,India,22.58,88.3294
690,Ranchi,1073440.0,India,23.36,85.33
692,Gwalior,1069276.0,India,26.2125,78.1775
699,Chandigarh,1055450.0,India,30.75,76.78
708,Jodhpur,1033918.0,India,26.28,73.02
725,Raipur,1010087.0,India,21.2444,81.6306
732,Kota,1001694.0,India,25.18,75.83
736,Bareilly,1000000.0,India,28.3667,79.4306
762,Coimbatore,959823.0,India,11.0008,76.9633
766,Solapur,951558.0,India,17.68,75.92
776,Hubli,943788.0,India,15.3502,75.1376
795,Mysore,920550.0,India,12.3086,76.6531
799,Trichy,916857.0,India,10.7903,78.7047
828,Moradabad,889810.0,India,28.8319,78.7764
843,Tiruppur,877778.0,India,11.1085,77.3411
845,Gurgaon,876824.0,India,28.456,77.029
849,Jalandhar,873725.0,India,31.326,75.5762
882,Bhubaneshwar,837737.0,India,20.27,85.84
897,Narela,809913.0,India,28.85,77.1
898,Bhayandar,809378.0,India,19.29,72.85
912,Karimnagar,797447.0,India,18.4386,79.1288
943,Patiala,763280.0,India,30.34,76.38
950,Shishgarh,753815.0,India,28.72,79.32
963,Trivandrum,743691.0,India,8.5241,76.9366
994,Durgapur,726000.0,India,23.55,87.32
1014,Bhiwandi,709665.0,India,19.2967,73.0631
1017,Bhilwara,709483.0,India,25.35,74.63
1022,Saharanpur,705478.0,India,29.9639,77.5458
1024,Warangal,704570.0,India,17.9689,79.5941
1027,Shiliguri,701489.0,India,26.71,88.43
1038,Salem,693236.0,India,11.65,78.15
1061,Kochi,677381.0,India,9.9312,76.2673
1066,Gorakhpur,673446.0,India,26.7637,83.4039
1074,Guntur,670073.0,India,16.3008,80.4428
1097,Karaikandi,659260.0,India,24.8309,92.6143
1101,Haldwani,656000.0,India,29.22,79.52
1104,Dhulia,655603.0,India,20.8997,74.7697
1119,Bhavnagar,643382.0,India,21.76,72.15
1128,Noida,637272.0,India,28.57,77.32
1131,Bhangar,634107.0,India,22.58,88.42
1143,Bhilai,624700.0,India,21.21,81.38
1144,Mangalore,623841.0,India,12.8717,74.8425
1165,Bihta,617427.0,India,25.5619,84.87
1178,Hasanpur,611533.0,India,28.72,78.28
1186,Cuttack,606007.0,India,20.5236,85.7881
1191,Salimpur,604483.0,India,26.3,83.9167
1203,Raurkela,600000.0,India,22.2492,84.8828
1205,Tumkur,599078.0,India,13.34,77.1
1240,Dehradun,578420.0,India,30.345,78.029
1251,Kottayam,571856.0,India,9.5916,76.5222
1268,Āsansol,563917.0,India,23.68,86.99
1269,Bokaro Steel City,563417.0,India,23.67,86.15
1272,Kolhapur,561489.0,India,16.6917,74.2333
1278,Nava Raipur,560000.0,India,21.161,81.787
1288,Ajmer,551101.0,India,26.4499,74.6399
1290,Nanded,550439.0,India,19.15,77.3
1294,Amravati,549370.0,India,20.9258,77.7647
1302,Nellore,547621.0,India,14.4431,79.9861
1338,Dispur,534872.0,India,26.1397,91.7925
1339,Gulbarga,533587.0,India,17.329,76.825
1348,Bikaner,529007.0,India,28.0167,73.3119
1360,Agartala,522613.0,India,23.8314,91.2869
1373,Chanda,518000.0,India,19.95,79.297
1376,Loni,516082.0,India,28.75,77.28
1380,Ujjain,515215.0,India,23.17,75.79
1397,Jhansi,507000.0,India,25.4486,78.5696
1399,Ulhasnagar,506098.0,India,19.22,73.15
1403,Jammu,502197.0,India,32.73,74.87
1413,Tuticorin,500000.0,India,8.8056,78.145
1424,Purnia,496830.0,India,25.778,87.476
1449,Belgaum,488157.0,India,15.85,74.5
1460,Vellore,484690.0,India,12.9165,79.1325
1468,Malegaon,481228.0,India,20.55,74.55
1473,Jamnagar,479920.0,India,22.47,70.07
1480,Bardoli,475963.0,India,21.12,73.12
1486,Gaya,474093.0,India,24.75,85.01
1508,Ambattur,466205.0,India,13.1143,80.1548
1522,Jalgaon,460468.0,India,21.004,75.568
1524,Chhatarpur,459943.0,India,24.55,79.3527
1533,Kurnool,457633.0,India,15.83,78.05
1552,Udaipur,451100.0,India,24.58,73.68
1558,Wapi,450000.0,India,20.372,72.917
1584,Mathura,441894.0,India,27.4925,77.6736
1602,Sangli,436639.0,India,16.853,74.583
1606,Davangere,435125.0,India,14.4666,75.9242
1615,Calicut,431560.0,India,11.2588,75.7804
1625,Mothihari,426158.0,India,26.65,84.9167
1628,Akola,425817.0,India,20.7,77.0
1672,Bettiah,414453.0,India,26.8014,84.5028
1686,Shorapur,412291.0,India,16.52,76.76
1689,Tinnevelly,411298.0,India,8.7136,77.7567
1692,Bellary,410445.0,India,15.1,76.9167
1693,Bhagalpur,410210.0,India,25.25,87.0
1698,Manampizha,409271.0,India,9.2972,76.65
1719,Delhi Cantonment,405633.0,India,28.6,77.1333
1728,Etawa,402678.0,India,24.18,78.2
